LOC_NAME,SAMPLE_DATE,SAMPLEDATE,TASK_CODE,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,X_COORD,Y_COORD
W-039,4/10/2024,10 Apr 2024,2024-Q2-GW,Conductivity,,637.9839,637.9839,us/cm,2023656.67,745587.41
W-043,4/10/2024,10 Apr 2024,2024-Q2-GW,Conductivity,,98.61684,98.61684,us/cm,2023600.12,745904.31
W-065,4/10/2024,10 Apr 2024,2024-Q2-GW,Conductivity,,111.7196,111.7196,us/cm,2024027.45,745693.7
W-066,4/10/2024,10 Apr 2024,2024-Q2-GW,Conductivity,,81.3001,81.3001,us/cm,2024027.17,745687.82
W-061,4/10/2024,10 Apr 2024,2024-Q2-GW,Conductivity,,94.41382,94.41382,us/cm,2023288.26,745829.26
W-119,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,82.8625,82.8625,us/cm,2023805.69,746515.76
W-068,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,82.57317,82.57317,us/cm,2022496.22,745329.25
W-088,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,65.80204,65.80204,us/cm,2022883.96,746574.77
W-089,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,58.93633,58.93633,us/cm,2022888.25,746583.34
W-091,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,53.14907,53.14907,us/cm,2022016.77,745976.36
W-033,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,104.7982,104.7982,us/cm,2023548.66,745402.99
W-041R,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,329.8354,329.8354,us/cm,2023252.59,745372.89
W-044,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,72.64443,72.64443,us/cm,2022950.11,745579.89
W-062,4/11/2024,11 Apr 2024,2024-Q2-GW,Conductivity,,73.08775,73.08775,us/cm,2022726.08,745485.46
W-100,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,267.4453,267.4453,us/cm,2023636.36,745126.22
W-019B,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,80.70155,80.70155,us/cm,2022552.95,746172.68
W-046,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,200.77,200.77,us/cm,2023494.46,745154.59
W-090,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,67.76994,67.76994,us/cm,2022011.55,745981.12
W-099,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,585.6948,585.6948,us/cm,2023640.54,745123.51
W-118,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,75.40093,75.40093,us/cm,2023241.08,746437.24
W-026,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,180.6652,180.6652,us/cm,2023417.69,744855.29
W-060,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,88.82127,88.82127,us/cm,2023286.81,745835.58
W-002R,4/12/2024,12 Apr 2024,2024-Q2-GW,Conductivity,,156.0105,156.0105,us/cm,2023458.22,745325.15
W-106,4/15/2024,15 Apr 2024,2024-Q2-GW,Conductivity,,307.3452,307.3452,us/cm,2023371.32,744431.55
W-014,4/15/2024,15 Apr 2024,2024-Q2-GW,Conductivity,,535.3788,535.3788,us/cm,2024478.65,744603.2
W-015,4/15/2024,15 Apr 2024,2024-Q2-GW,Conductivity,,452.2355,452.2355,us/cm,2023716.79,744663.42
W-053,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,144.7955,144.7955,us/cm,2024247.56,745496
W-007A,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,2049.978,2049.978,us/cm,2023872.22,744907.43
W-123,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,1304.188,1304.188,us/cm,2024283.69,744647.8
W-013R,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,639.0425,639.0425,us/cm,2024279.25,744648.71
W-081,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,251.6363,251.6363,us/cm,2024469.85,744938.6
W-078,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,223.4528,223.4528,us/cm,2024371.03,745117.75
W-079,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,178.4346,178.4346,us/cm,2024450.27,745200.4
W-011,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,143.3515,143.3515,us/cm,2023914.56,744743.05
W-032,4/3/2024,03 Apr 2024,2024-Q2-GW,Conductivity,,1063.227,1063.227,us/cm,2023919.81,744742.1
W-006,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,2828.028,2828.028,us/cm,2024109.62,744963.29
W-028,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,534.442,534.442,us/cm,2024317.41,745121.78
W-022,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,715.1792,715.1792,us/cm,2024116.4,744960.92
W-073,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,131.2997,131.2997,us/cm,2024166.25,745339.31
W-076,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,185.7981,185.7981,us/cm,2024223.52,745181.19
W-029,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,328.1165,328.1165,us/cm,2024101.64,745182.77
W-038,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,140.6169,140.6169,us/cm,2024192.97,745250.31
W-057,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,116.3128,116.3128,us/cm,2024190.79,745307.43
W-058,4/4/2024,04 Apr 2024,2024-Q2-GW,Conductivity,,197.6826,197.6826,us/cm,2024176.33,745254.09
W-102,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,730.3928,730.3928,us/cm,2024124.44,745090.12
W-018R,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,3099.73,3099.73,us/cm,2023939.25,745012.69
W-030,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,2065.438,2065.438,us/cm,2024150.84,745095.16
W-075,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,124.6835,124.6835,us/cm,2024064.76,745317.23
W-037,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,106.2371,106.2371,us/cm,2024230.73,745407.39
W-051,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,186.1199,186.1199,us/cm,2024270.83,745583.86
W-054,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,112.6519,112.6519,us/cm,2024229.98,745442.55
W-072,4/5/2024,05 Apr 2024,2024-Q2-GW,Conductivity,,150.9721,150.9721,us/cm,2024162.69,745450.25
W-122,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,36.99514,36.99514,us/cm,2024559.81,746087.76
W-035,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,129.1995,129.1995,us/cm,2024227.93,745716.7
W-036,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,40.72853,40.72853,us/cm,2024573.17,746084.83
W-074,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,126.4601,126.4601,us/cm,2024067.17,745325.13
W-087,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,90.10755,90.10755,us/cm,2024385.81,745952.76
W-017,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,391.1305,391.1305,us/cm,2023785.38,745055.22
W-045,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,68.13371,68.13371,us/cm,2024296.1,745644.03
W-093,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,124.1286,124.1286,us/cm,2024346.84,745162.26
W-001R,4/8/2024,08 Apr 2024,2024-Q2-GW,Conductivity,,67.82326,67.82326,us/cm,2024255.52,745689.84
W-113,4/9/2024,09 Apr 2024,2024-Q2-GW,Conductivity,,86.4015,86.4015,us/cm,2024004.27,746811.2
W-114,4/9/2024,09 Apr 2024,2024-Q2-GW,Conductivity,,84.63932,84.63932,us/cm,2024001.48,746806.04
W-080,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,259.9749,259.9749,us/cm,2024414.69,745024.39
W-082,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,163.2935,163.2935,us/cm,2024594.17,744895.93
W-083,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,115.4068,115.4068,us/cm,2024667.49,744975.06
W-084,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,144.1281,144.1281,us/cm,2024721.5,745177.25
W-010,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,339.8012,339.8012,us/cm,2023659.9,744897.85
W-052,4/2/2024,02 Apr 2024,2024-Q2-GW,Conductivity,,131.6086,131.6086,us/cm,2024260.17,745542.36
W-095,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,6.29,6.29,SU,2022553.46,744375.66
W-094,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,6.03,6.03,SU,2021983.56,744728.03
W-111,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,5.16,5.16,SU,2022564.93,744378.27
W-107,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,6.09,6.09,SU,2023252.18,744034.11
W-037,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,5.83,5.83,SU,2024230.73,745407.39
W-036,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,5.37,5.37,SU,2024573.17,746084.83
W-035,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,6.04,6.04,SU,2024227.93,745716.7
W-122,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,5.96,5.96,SU,2024559.81,746087.76
W-001R,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.67,5.67,SU,2024255.52,745689.84
W-058,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,6.33,6.33,SU,2024176.33,745254.09
W-057,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.87,5.87,SU,2024190.79,745307.43
W-054,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.86,5.86,SU,2024229.98,745442.55
W-075,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.93,5.93,SU,2024064.76,745317.23
W-074,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.34,5.34,SU,2024067.17,745325.13
W-073,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,5.79,5.79,SU,2024166.25,745339.31
W-072,10/4/2024,04 Oct 2024,2024-Q4-GW,pH,,6.08,6.08,SU,2024162.69,745450.25
W-038,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,5.47,5.47,SU,2024192.97,745250.31
W-030,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,5.81,5.81,SU,2024150.84,745095.16
W-029,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,6.21,6.21,SU,2024101.64,745182.77
W-102,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,6.49,6.49,SU,2024124.44,745090.12
W-093,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,5.41,5.41,SU,2024346.84,745162.26
W-006,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,6.28,6.28,SU,2024109.62,744963.29
W-022,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,5.57,5.57,SU,2024116.4,744960.92
W-018R,10/3/2024,03 Oct 2024,2024-Q4-GW,pH,,7.21,7.21,SU,2023939.25,745012.69
W-079,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,6.31,6.31,SU,2024450.27,745200.4
W-028,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,6.46,6.46,SU,2024317.41,745121.78
W-082,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,5.31,5.31,SU,2024594.17,744895.93
W-081,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,5.39,5.39,SU,2024469.85,744938.6
W-080,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,5.53,5.53,SU,2024414.69,745024.39
W-078,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,6.15,6.15,SU,2024371.03,745117.75
W-076,10/2/2024,02 Oct 2024,2024-Q4-GW,pH,,4.75,4.75,SU,2024223.52,745181.19
W-084,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,6.13,6.13,SU,2024721.5,745177.25
W-083,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,5.65,5.65,SU,2024667.49,744975.06
W-007A,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,6.98,6.98,SU,2023872.22,744907.43
W-010,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,6.17,6.17,SU,2023659.9,744897.85
W-032,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,6.90,6.9,SU,2023919.81,744742.1
W-013R,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,6.26,6.26,SU,2024279.25,744648.71
W-123,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,8.10,8.1,SU,2024283.69,744647.8
W-011,10/1/2024,01 Oct 2024,2024-Q4-GW,pH,,5.53,5.53,SU,2023914.56,744743.05
W-100,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,6.12,6.12,SU,2023636.36,745126.22
W-091,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.21,5.21,SU,2022016.77,745976.36
W-090,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.26,5.26,SU,2022011.55,745981.12
W-068,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.33,5.33,SU,2022496.22,745329.25
W-048,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.49,5.49,SU,2023290.44,744913.22
W-046,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.76,5.76,SU,2023494.46,745154.59
W-039,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.62,5.62,SU,2023656.67,745587.41
W-026,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.83,5.83,SU,2023417.69,744855.29
W-017,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,6.55,6.55,SU,2023785.38,745055.22
W-002R,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.33,5.33,SU,2023458.22,745325.15
W-062,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.46,5.46,SU,2022726.08,745485.46
W-044,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.11,5.11,SU,2022950.11,745579.89
W-041R,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.47,5.47,SU,2023252.59,745372.89
W-019B,10/10/2024,10 Oct 2024,2024-Q4-GW,pH,,5.47,5.47,SU,2022552.95,746172.68
W-066,10/9/2024,09 Oct 2024,2024-Q4-GW,pH,,5.30,5.3,SU,2024027.17,745687.82
W-065,10/9/2024,09 Oct 2024,2024-Q4-GW,pH,,5.81,5.81,SU,2024027.45,745693.7
W-043,10/9/2024,09 Oct 2024,2024-Q4-GW,pH,,5.30,5.3,SU,2023600.12,745904.31
W-121,10/9/2024,09 Oct 2024,2024-Q4-GW,pH,,5.15,5.15,SU,2024008.09,745966.73
W-120,10/9/2024,09 Oct 2024,2024-Q4-GW,pH,,5.73,5.73,SU,2024014.35,745967.14
W-050,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.90,5.9,SU,2024107.4,745637.22
W-040,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,6.03,6.03,SU,2024112.48,745646.53
W-033,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.87,5.87,SU,2023548.66,745402.99
W-118,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.41,5.41,SU,2023241.08,746437.24
W-117,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.77,5.77,SU,2023237.7,746432.66
W-089,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.34,5.34,SU,2022888.25,746583.34
W-088,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.30,5.3,SU,2022883.96,746574.77
W-119,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.22,5.22,SU,2023805.69,746515.76
W-116,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,4.96,4.96,SU,2023433.25,746778.95
W-115,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.42,5.42,SU,2023435.8,746784.3
W-114,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.78,5.78,SU,2024001.48,746806.04
W-113,10/8/2024,08 Oct 2024,2024-Q4-GW,pH,,5.82,5.82,SU,2024004.27,746811.2
W-087,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,6.40,6.4,SU,2024385.81,745952.76
W-053,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,5.93,5.93,SU,2024247.56,745496
W-052,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,6.02,6.02,SU,2024260.17,745542.36
W-051,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,6.73,6.73,SU,2024270.83,745583.86
W-045,10/7/2024,07 Oct 2024,2024-Q4-GW,pH,,6.35,6.35,SU,2024296.1,745644.03
W-025,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,6.79,6.79,SU,2022728.99,742114.33
W-020,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,5.00,5,SU,2022975.38,743739.63
W-109,10/18/2024,18 Oct 2024,2024-Q4-GW,pH,,6.00,6,SU,2022981.06,743731.82
W-108,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,6.97,6.97,SU,2023295.23,743611.35
W-105,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.93,5.93,SU,2024138,743843.47
W-096,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.61,5.61,SU,2024643.81,743746.78
W-126,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,6.47,6.47,SU,2024650.41,743747.34
W-124,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.76,5.76,SU,2024882.9,744153.42
W-104,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.47,5.47,SU,2024875.51,744154.72
W-092,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.75,5.75,SU,2023714.92,744382.47
W-004R,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.49,5.49,SU,2023932.04,744339.08
W-003A,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,4.67,4.67,SU,2023926.29,744340.23
W-027,10/17/2024,17 Oct 2024,2024-Q4-GW,pH,,5.96,5.96,SU,2023708.23,744383.9
W-097,10/16/2024,16 Oct 2024,2024-Q4-GW,pH,,6.01,6.01,SU,2024547.76,744244.05
W-024,10/16/2024,16 Oct 2024,2024-Q4-GW,pH,,5.28,5.28,SU,2027344.76,746742.56
W-016,10/16/2024,16 Oct 2024,2024-Q4-GW,pH,,6.70,6.7,SU,2024060.26,744602.32
W-014,10/16/2024,16 Oct 2024,2024-Q4-GW,pH,,5.83,5.83,SU,2024478.65,744603.2
W-125,10/16/2024,16 Oct 2024,2024-Q4-GW,pH,,6.09,6.09,SU,2024142.28,743837.31
W-086,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,5.78,5.78,SU,2025100.8,745082.29
W-085,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,11.74,11.74,SU,2025107.68,745079.71
W-071,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,6.27,6.27,SU,2026052.33,745716.65
W-070,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,5.27,5.27,SU,2026062.87,745719.22
W-069,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,5.22,5.22,SU,2026064.29,745726.92
W-023R,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,5.17,5.17,SU,2024851.26,744674.74
W-103,10/15/2024,15 Oct 2024,2024-Q4-GW,pH,,5.61,5.61,SU,2024483.13,744466.69
W-064,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,5.87,5.87,SU,2023511.33,744643.8
W-047,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,6.05,6.05,SU,2023515.87,744633.77
W-015,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,6.06,6.06,SU,2023716.79,744663.42
W-106,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,6.07,6.07,SU,2023371.32,744431.55
W-098,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,5.57,5.57,SU,2022894.54,745190.42
W-063,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,6.56,6.56,SU,2023019.42,745098.13
W-049,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,5.42,5.42,SU,2023192.63,745073.23
W-042,10/14/2024,14 Oct 2024,2024-Q4-GW,pH,,5.12,5.12,SU,2023203.32,745072.35
W-099,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,6.70,6.7,SU,2023640.54,745123.51
W-061,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.25,5.25,SU,2023288.26,745829.26
W-060,10/11/2024,11 Oct 2024,2024-Q4-GW,pH,,5.83,5.83,SU,2023286.81,745835.58
W-077,10/22/2024,22 Oct 2024,2024-Q4-GW,pH,,12.09,12.09,SU,2024346.11,745158.93
W-059,10/22/2024,22 Oct 2024,2024-Q4-GW,pH,,5.99,5.99,SU,2024165.88,745219.37
W-056,10/22/2024,22 Oct 2024,2024-Q4-GW,pH,,5.44,5.44,SU,2024203.75,745351.31
W-055,10/22/2024,22 Oct 2024,2024-Q4-GW,pH,,5.48,5.48,SU,2024214,745397.65
W-112,10/21/2024,21 Oct 2024,2024-Q4-GW,pH,,6.40,6.4,SU,2022027.51,744101.62
W-110,10/21/2024,21 Oct 2024,2024-Q4-GW,pH,,5.48,5.48,SU,2022508.26,744051.95
W-107,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,20.23,20.23,degC,2023252.18,744034.11
W-111,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,20.54,20.54,degC,2022564.93,744378.27
W-094,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,18.31,18.31,degC,2021983.56,744728.03
W-095,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,19.86,19.86,degC,2022553.46,744375.66
W-110,10/21/2024,21 Oct 2024,2024-Q4-GW,Temperature,,20.70,20.7,degC,2022508.26,744051.95
W-112,10/21/2024,21 Oct 2024,2024-Q4-GW,Temperature,,20.78,20.78,degC,2022027.51,744101.62
W-055,10/22/2024,22 Oct 2024,2024-Q4-GW,Temperature,,21.93,21.93,degC,2024214,745397.65
W-056,10/22/2024,22 Oct 2024,2024-Q4-GW,Temperature,,24.16,24.16,degC,2024203.75,745351.31
W-059,10/22/2024,22 Oct 2024,2024-Q4-GW,Temperature,,25.15,25.15,degC,2024165.88,745219.37
W-077,10/22/2024,22 Oct 2024,2024-Q4-GW,Temperature,,25.23,25.23,degC,2024346.11,745158.93
W-060,10/11/2024,11 Oct 2024,2024-Q4-GW,Temperature,,17.46,17.46,degC,2023286.81,745835.58
W-061,10/11/2024,11 Oct 2024,2024-Q4-GW,Temperature,,18.57,18.57,degC,2023288.26,745829.26
W-099,10/11/2024,11 Oct 2024,2024-Q4-GW,Temperature,,23.26,23.26,degC,2023640.54,745123.51
W-042,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,23.18,23.18,degC,2023203.32,745072.35
W-049,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,47.70,47.7,degC,2023192.63,745073.23
W-063,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,21.80,21.8,degC,2023019.42,745098.13
W-098,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,19.48,19.48,degC,2022894.54,745190.42
W-106,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,21.17,21.17,degC,2023371.32,744431.55
W-015,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,23.62,23.62,degC,2023716.79,744663.42
W-047,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,20.10,20.1,degC,2023515.87,744633.77
W-064,10/14/2024,14 Oct 2024,2024-Q4-GW,Temperature,,20.92,20.92,degC,2023511.33,744643.8
W-103,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,18.60,18.6,degC,2024483.13,744466.69
W-023R,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,17.66,17.66,degC,2024851.26,744674.74
W-069,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,22.97,22.97,degC,2026064.29,745726.92
W-070,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,22.02,22.02,degC,2026062.87,745719.22
W-071,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,21.55,21.55,degC,2026052.33,745716.65
W-085,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,19.54,19.54,degC,2025107.68,745079.71
W-086,10/15/2024,15 Oct 2024,2024-Q4-GW,Temperature,,17.65,17.65,degC,2025100.8,745082.29
W-125,10/16/2024,16 Oct 2024,2024-Q4-GW,Temperature,,18.91,18.91,degC,2024142.28,743837.31
W-014,10/16/2024,16 Oct 2024,2024-Q4-GW,Temperature,,18.44,18.44,degC,2024478.65,744603.2
W-016,10/16/2024,16 Oct 2024,2024-Q4-GW,Temperature,,20.00,20,degC,2024060.26,744602.32
W-024,10/16/2024,16 Oct 2024,2024-Q4-GW,Temperature,,21.63,21.63,degC,2027344.76,746742.56
W-097,10/16/2024,16 Oct 2024,2024-Q4-GW,Temperature,,20.74,20.74,degC,2024547.76,744244.05
W-027,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,17.37,17.37,degC,2023708.23,744383.9
W-003A,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,18.29,18.29,degC,2023926.29,744340.23
W-004R,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,19.71,19.71,degC,2023932.04,744339.08
W-092,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,17.56,17.56,degC,2023714.92,744382.47
W-104,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,20.40,20.4,degC,2024875.51,744154.72
W-124,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,20.40,20.4,degC,2024882.9,744153.42
W-126,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,19.59,19.59,degC,2024650.41,743747.34
W-096,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,19.06,19.06,degC,2024643.81,743746.78
W-105,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,19.12,19.12,degC,2024138,743843.47
W-108,10/17/2024,17 Oct 2024,2024-Q4-GW,Temperature,,19.94,19.94,degC,2023295.23,743611.35
W-109,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,19.86,19.86,degC,2022981.06,743731.82
W-020,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,18.60,18.6,degC,2022975.38,743739.63
W-025,10/18/2024,18 Oct 2024,2024-Q4-GW,Temperature,,20.40,20.4,degC,2022728.99,742114.33
W-045,10/7/2024,07 Oct 2024,2024-Q4-GW,Temperature,,26.44,26.44,degC,2024296.1,745644.03
W-051,10/7/2024,07 Oct 2024,2024-Q4-GW,Temperature,,26.73,26.73,degC,2024270.83,745583.86
W-052,10/7/2024,07 Oct 2024,2024-Q4-GW,Temperature,,26.92,26.92,degC,2024260.17,745542.36
W-053,10/7/2024,07 Oct 2024,2024-Q4-GW,Temperature,,24.75,24.75,degC,2024247.56,745496
W-087,10/7/2024,07 Oct 2024,2024-Q4-GW,Temperature,,24.41,24.41,degC,2024385.81,745952.76
